Sampling_type,SiteName,siteID,site_group,SiteID,site_num,Fluoride,Chloride,Nitrite,Bromide,NitrateN,PhosphateP,Sulfate,NH4N
West,Los Lunas,Ll_35,Ll,LosLunas_35,35,.,19.75,.,0.1,0.02,0.13,62.41,0
Center,Los Lunas,Ll_36,Ll,LosLunas_36,36,.,18.4,.,0.09,0.01,0.12,49.17,0.11
Ditch,Los Lunas,Ll_37,Ll,LosLunas_37,37,.,20.85,.,0.09,0.08,0.14,66.65,0.03
East,Los Lunas,Ll_38,Ll,LosLunas_38,38,.,23.66,.,0.12,0.24,0.2,54.19,0.01
North,Los Lunas,Ll_39,Ll,LosLunas_39,39,.,22.37,.,0.11,0.03,0.1,49.01,0.05
River,Los Lunas,Ll_40,Ll,LosLunas_40,40,.,26.73,.,0.25,0.69,0.11,54.64,0.07
South,Los Lunas,Ll_41,Ll,LosLunas_41,41,.,27.22,.,0.09,0.38,0.11,59.32,0.01
West,Los Lunas,Ll_42,Ll,LosLunas_42,42,.,19.89,.,0.12,0.04,0.13,50.36,0.01
Center,Los Lunas,Ll_43,Ll,LosLunas_43,43,.,22.51,.,0.14,0.03,0.3,54.93,0
Ditch,Los Lunas,Ll_44,Ll,LosLunas_44,44,.,20.88,.,0.11,0.04,0.2,71.29,0
East,Los Lunas,Ll_45,Ll,LosLunas_45,45,.,27.52,.,0.09,0.06,0.28,66.76,0
North,Los Lunas,Ll_46,Ll,LosLunas_46,46,.,21.02,.,0.15,0.05,0.13,46.94,0.01
River,Los Lunas,Ll_47,Ll,LosLunas_47,47,.,28.61,.,0.09,0.99,0.62,65.66,0
South,Los Lunas,Ll_48,Ll,LosLunas_48,48,.,23.69,.,0.11,0.02,0.34,57.15,0
West,Los Lunas,Ll_49,Ll,LosLunas_49,49,.,16.54,.,0.13,0.03,0.28,58.24,0
Center,Los Lunas,Ll_50,Ll,LosLunas_50,50,.,4.95,.,0.02,0.13,0.01,45.13,0
Ditch,Los Lunas,Ll_51,Ll,LosLunas_51,51,.,12.59,.,0.06,0.28,0.13,54.2,0
East,Los Lunas,Ll_52,Ll,LosLunas_52,52,.,5.81,.,0.03,0,0.02,29.25,0.01
North,Los Lunas,Ll_53,Ll,LosLunas_53,53,.,3.28,.,0.04,0.01,0.04,30.83,0.02
River,Los Lunas,Ll_54,Ll,LosLunas_54,54,.,14.51,.,0.06,0.63,0.41,45.93,0
South,Los Lunas,Ll_55,Ll,LosLunas_55,55,.,5.91,.,0.04,0.03,0.05,37.02,0.01
West,Los Lunas,Ll_56,Ll,LosLunas_56,56,.,8.12,.,0.05,0.01,0.05,36.35,0.02
Center,Los Lunas,Ll_57,Ll,LosLunas_57,57,.,12.63,.,0.09,0.05,0.29,39.09,0.09
Ditch,Los Lunas,Ll_58,Ll,LosLunas_58,58,.,17.37,.,0.09,0.1,0.19,67.67,0.03
East,Los Lunas,Ll_59,Ll,LosLunas_59,59,.,14.06,.,0.05,0.03,0.19,50.58,0.02
North,Los Lunas,Ll_60,Ll,LosLunas_60,60,.,12.29,.,0.1,0.03,0.28,38.54,0.05
River,Los Lunas,Ll_61,Ll,LosLunas_61,61,.,27.73,.,0.1,1.73,0.66,60.01,0.06
South,Los Lunas,Ll_62,Ll,LosLunas_62,62,.,11.18,.,0.09,0.08,0.3,38.1,0.02
West,Los Lunas,Ll_63,Ll,LosLunas_63,63,.,6.39,.,0.03,0.03,0.33,24.21,0
Center well,Los Lunas,Ll_64,Ll,LosLunas_64,64,0.7898,20.673,0,0.0039,0,0,87.07,
Ditch,Los Lunas,Ll_65,Ll,LosLunas_65,65,0.8533,24.765,0,0.4147,0.8447,0.9152,90.15,
East well,Los Lunas,Ll_66,Ll,LosLunas_66,66,0.8211,0.2295,0,0,0.4786,82.01,0,
North well,Los Lunas,Ll_67,Ll,LosLunas_67,67,0.8252,24.975,0,0.3905,0.5703,0.6499,66.96,
River,Los Lunas,Ll_68,Ll,LosLunas_68,68,1.0809,23.859,0.3487,0,4.291,0.8356,69.98,
South well,Los Lunas,Ll_69,Ll,LosLunas_69,69,0.841,20.181,0,0.235,0.1522,0.4586,67.67,
West well,Los Lunas,Ll_70,Ll,LosLunas_70,70,0.8187,24.811,0,0.2791,0.1259,0.3132,71.25,
Center well,Los Lunas,Ll_71,Ll,LosLunas_71,71,.,.,.,.,.,.,.,
Ditch,Los Lunas,Ll_72,Ll,LosLunas_72,72,1.3227,20.136,0,0,0.1553,0.8642,66.5749,
East well,Los Lunas,Ll_73,Ll,LosLunas_73,73,.,.,.,.,.,.,.,
North well,Los Lunas,Ll_74,Ll,LosLunas_74,74,1.3175,26.783,0,0,0,0.8488,71.0756,
River,Los Lunas,Ll_75,Ll,LosLunas_75,75,1.6434,14.062,0,0,1.0968,0.8041,41.4189,
South well,Los Lunas,Ll_76,Ll,LosLunas_76,76,.,.,.,.,.,.,.,
West well,Los Lunas,Ll_77,Ll,LosLunas_77,77,1.4062,21.516,0,0.0441,0,0,80.4574,
Center well,Los Lunas,Ll_78,Ll,LosLunas_78,78,0.28,21.48,0,0.05,0.05,0,92.12,
Ditch,Los Lunas,Ll_79,Ll,LosLunas_79,79,0.56,17.44,0,0.48,1.48,0.83,68.1,
East well,Los Lunas,Ll_80,Ll,LosLunas_80,80,0.34,19.64,0,0.07,0.06,0.29,77.37,
North well,Los Lunas,Ll_81,Ll,LosLunas_81,81,0.59,24.28,0,0.3,0.13,0.25,68.23,
River,Los Lunas,Ll_82,Ll,LosLunas_82,82,0.44,17.61,0,0,3.49,0.44,52.98,
South well,Los Lunas,Ll_83,Ll,LosLunas_83,83,0.56,27.96,0,0.5,1.22,1,71.11,
West well,Los Lunas,Ll_84,Ll,LosLunas_84,84,0.52,25.11,0,1.83,0,0.85,79.69,
Center well,Los Lunas,Ll_85,Ll,LosLunas_85,85,0.8198,17.952,0,0.925,1.4494,0.5217,72.3721,
Ditch,Los Lunas,Ll_86,Ll,LosLunas_86,86,0.8528,24.303,0.3026,0.9179,1.5943,0.9087,89.7886,
East well,Los Lunas,Ll_87,Ll,LosLunas_87,87,0.8231,18.117,0,0.9706,1.4649,0.9147,67.6816,
North well,Los Lunas,Ll_88,Ll,LosLunas_88,88,0.7665,19.307,0,0.8539,1.3425,0.6599,54.5645,
River,Los Lunas,Ll_89,Ll,LosLunas_89,89,0.8141,32.803,0.3705,0.9142,7.5057,2.2012,84.0968,
South well,Los Lunas,Ll_90,Ll,LosLunas_90,90,0.7634,29.719,0,0.9079,1.3645,0.9105,70.2357,
West well,Los Lunas,Ll_91,Ll,LosLunas_91,91,0.7173,26.551,0,0.9242,1.3611,0.4182,88.2086,
Center well,Los Lunas,Ll_92,Ll,LosLunas_92,92,0.8389,20.692,1.2227,0.1517,3.0216,0,54.9121,
Ditch,Los Lunas,Ll_93,Ll,LosLunas_93,93,0.895,21.646,1.2852,0.1581,2.1091,0.8014,75.2673,
East well,Los Lunas,Ll_94,Ll,LosLunas_94,94,0.816,24.022,0,0.1451,1.5485,0.8363,79.5464,
North well,Los Lunas,Ll_95,Ll,LosLunas_95,95,0.8907,17.512,0,0.3965,1.5023,0.6905,58.4813,
River,Los Lunas,Ll_96,Ll,LosLunas_96,96,0.8489,20.578,1.2639,0.1269,3.6297,1.4076,45.0803,
South well,Los Lunas,Ll_97,Ll,LosLunas_97,97,0.9742,17.086,1.3675,0.3404,1.4409,1.044,66.4259,
West well,Los Lunas,Ll_98,Ll,LosLunas_98,98,0.716,42.9,0,0.3185,0,0,95.7,
Center well,Los Lunas,Ll_99,Ll,LosLunas_99,99,0.3325,25.277,0,0.1822,0.0419,0,45.3461,
Ditch,Los Lunas,Ll_100,Ll,LosLunas_100,100,0.1677,16.853,0.0137,0.7051,1.7941,0.6028,69.9769,
East well,Los Lunas,Ll_101,Ll,LosLunas_101,101,0.1216,261.812,3.0402,1.2291,0.6962,0,65.5998,
North well,Los Lunas,Ll_102,Ll,LosLunas_102,102,0.3428,10.019,0,0.3127,0,0.1328,36.9016,
River,Los Lunas,Ll_103,Ll,LosLunas_103,103,0,205.682,1.8768,1.148,2.9646,0.6,62.1856,
South well,Los Lunas,Ll_104,Ll,LosLunas_104,104,0.1626,107.057,0,0.5476,0,0.2783,36.8401,
West well,Los Lunas,Ll_105,Ll,LosLunas_105,105,0.1369,25.744,0,0.2604,0,0,91.6465,
Center,Minnow,Mn_1,Mn,Minnow_1,1,.,13.08,.,0.05,0.01,0.07,61.78,0.01
East,Minnow,Mn_2,Mn,Minnow_2,2,.,10.44,.,0.05,0.02,0.03,54.04,0.02
North,Minnow,Mn_3,Mn,Minnow_3,3,.,7.73,.,0.03,0.04,0.01,233.12,0.01
South,Minnow,Mn_4,Mn,Minnow_4,4,.,5.9,.,0.05,0.02,0.03,36.55,0.02
West,Minnow,Mn_5,Mn,Minnow_5,5,.,7.32,.,0.04,0.01,0.1,31.03,0.14
Center,Minnow,Mn_6,Mn,Minnow_6,6,.,13.75,.,0.05,0.12,0.07,40.72,0
East,Minnow,Mn_7,Mn,Minnow_7,7,.,13.8,.,0.09,0.14,0.05,39.09,0
North,Minnow,Mn_8,Mn,Minnow_8,8,.,10.71,.,0.02,0.57,0.03,120.11,0
South,Minnow,Mn_9,Mn,Minnow_9,9,.,10.5,.,0.04,0.03,0.04,43.87,0
West,Minnow,Mn_10,Mn,Minnow_10,10,.,9.22,.,0.06,0.03,0.09,30.78,0.1
Center,Minnow,Mn_11,Mn,Minnow_11,11,.,10.82,.,0.05,0.04,0.01,32.2,0.02
East,Minnow,Mn_12,Mn,Minnow_12,12,.,7.78,.,0.02,0.19,0.01,33.46,0.02
North,Minnow,Mn_13,Mn,Minnow_13,13,.,12.9,.,0.06,0.09,.,36.5,0.01
South,Minnow,Mn_14,Mn,Minnow_14,14,.,10.94,.,0.05,0.04,0.04,31.92,0.01
West,Minnow,Mn_15,Mn,Minnow_15,15,.,11.43,.,0.01,0.01,0.04,57.1,0.12
Center,Minnow,Mn_16,Mn,Minnow_16,16,.,10.73,.,0.07,0.02,0.05,73.57,0
East,Minnow,Mn_17,Mn,Minnow_17,17,.,21.63,.,0.07,0.02,0.03,143.55,0
North,Minnow,Mn_18,Mn,Minnow_18,18,.,17.76,.,0.1,0.13,0.02,78.92,0
South,Minnow,Mn_19,Mn,Minnow_19,19,.,8.1,.,0.05,0.02,0.03,58.99,0
West,Minnow,Mn_20,Mn,Minnow_20,20,.,9.08,.,0.07,0.02,0.04,38.6,0.07
Center,Minnow,Mn_21,Mn,Minnow_21,21,.,13.76,.,0.06,0.02,0.09,62.24,0
East,Minnow,Mn_22,Mn,Minnow_22,22,.,10.16,.,0.04,0.17,0.04,39.93,0.01
North,Minnow,Mn_23,Mn,Minnow_23,23,.,15.96,.,0.1,0.02,0.02,89.91,0.01
South,Minnow,Mn_24,Mn,Minnow_24,24,.,10.29,.,0.07,0.01,0.05,50.2,0
West,Minnow,Mn_25,Mn,Minnow_25,25,.,7.57,.,0.06,0.01,0.07,37.3,0.09
Center,Minnow,Mn_26,Mn,Minnow_26,26,.,16.46,.,0.06,0.14,0.04,48.48,0.01
East,Minnow,Mn_27,Mn,Minnow_27,27,.,20.81,.,0.07,0.23,0.04,52.79,0
North,Minnow,Mn_28,Mn,Minnow_28,28,.,12.04,.,0.06,0.12,0.02,58.09,0.01
South,Minnow,Mn_29,Mn,Minnow_29,29,.,12.57,.,0.05,0.06,0.03,42.86,0
West,Minnow,Mn_30,Mn,Minnow_30,30,.,16.74,.,0.07,0.04,0.05,72.69,0.11
Center,Minnow,Mn_31,Mn,Minnow_31,31,.,6.8,.,1.44,0.04,0.06,46.87,0.01
East,Minnow,Mn_32,Mn,Minnow_32,32,.,7.63,.,2.02,0.02,0.05,45.29,0
North,Minnow,Mn_33,Mn,Minnow_33,33,.,8.04,.,1.75,0.05,0.05,54.89,0.21
South,Minnow,Mn_34,Mn,Minnow_34,34,.,6.72,.,1.43,0.03,0.06,41.88,0.24
West,Minnow,Mn_35,Mn,Minnow_35,35,.,8.44,.,1.45,0.02,0.12,45.59,0.02
Center,Minnow,Mn_36,Mn,Minnow_36,36,.,6.07,.,0.03,0.01,0.04,40.92,0
East,Minnow,Mn_37,Mn,Minnow_37,37,.,6.31,.,0.05,0.07,0.29,26.01,0.01
North,Minnow,Mn_38,Mn,Minnow_38,38,.,6.19,.,0,0.03,0.25,19.42,0
South,Minnow,Mn_39,Mn,Minnow_39,39,.,6.2,.,0.05,0.06,0.31,27.19,0.01
West,Minnow,Mn_40,Mn,Minnow_40,40,.,4.55,.,0.04,0.02,0.05,28.74,0.04
Center,Minnow,Mn_41,Mn,Minnow_41,41,.,5.9,.,0.03,0.02,0.02,34.39,0
East,Minnow,Mn_42,Mn,Minnow_42,42,.,6.79,.,0.04,0.03,0.05,40.34,0
North,Minnow,Mn_43,Mn,Minnow_43,43,.,5.62,.,0.06,0.04,0.05,32.42,0
South,Minnow,Mn_44,Mn,Minnow_44,44,.,5.68,.,0.03,0.03,0.03,33.39,0
West,Minnow,Mn_45,Mn,Minnow_45,45,.,4.74,.,0.04,0.03,0.06,32.67,0.13
Center,Minnow,Mn_46,Mn,Minnow_46,46,.,10.47,.,0.03,0.03,0.03,37.78,0.01
East,Minnow,Mn_47,Mn,Minnow_47,47,.,5.37,.,0.02,0.2,0.05,31.64,0.01
North,Minnow,Mn_48,Mn,Minnow_48,48,.,12.25,.,0.07,0.05,0.03,25.91,0.03
River,Minnow,Mn_49,Mn,Minnow_49,49,.,4.49,.,0.01,0.1,0.05,30.87,0.03
South,Minnow,Mn_50,Mn,Minnow_50,50,.,10.47,.,0.02,0.15,0.03,37.75,0.02
West,Minnow,Mn_51,Mn,Minnow_51,51,.,9.43,.,0.04,0.07,0.04,29.04,0.11
Center,Minnow,Mn_52,Mn,Minnow_52,52,.,9.65,.,0.03,0.06,0.03,42.66,0.01
East,Minnow,Mn_53,Mn,Minnow_53,53,.,3.64,.,0.01,0.29,0.05,30.73,0
North,Minnow,Mn_54,Mn,Minnow_54,54,.,13.18,.,0.06,0.07,0.03,30.88,0.03
River,Minnow,Mn_55,Mn,Minnow_55,55,.,4.84,.,0.01,0.13,0.02,49.59,0.02
South,Minnow,Mn_56,Mn,Minnow_56,56,.,5.75,.,0.02,0.13,0.05,33.1,0.01
West,Minnow,Mn_57,Mn,Minnow_57,57,.,12.36,.,0.03,0.06,0.03,39.27,0.11
Center,Minnow,Mn_58,Mn,Minnow_58,58,.,5.18,.,0.03,0.04,0.04,36.59,0.02
East,Minnow,Mn_59,Mn,Minnow_59,59,.,5.05,.,0.03,0.07,0.04,53.24,0.01
North,Minnow,Mn_60,Mn,Minnow_60,60,.,11.53,.,0.05,0.08,0.03,21.42,0.04
River,Minnow,Mn_61,Mn,Minnow_61,61,.,5.66,.,0.03,0.11,0.03,51.75,0.05
South,Minnow,Mn_62,Mn,Minnow_62,62,.,4.35,.,0.03,0.05,0.05,29.93,0.03
West,Minnow,Mn_63,Mn,Minnow_63,63,.,11.07,.,0.06,0.04,0.04,39.9,0.1
Center,Minnow,Mn_64,Mn,Minnow_64,64,.,9.8,.,0.4,0.43,0,44.43,.
Ditch,Minnow,Mn_65,Mn,Minnow_65,65,.,11.17,.,0.58,0.53,0,48.43,.
East,Minnow,Mn_66,Mn,Minnow_66,66,.,10.17,.,0.4,0.65,0,31.92,.
North,Minnow,Mn_67,Mn,Minnow_67,67,.,9.69,.,0.69,0.59,0,127.65,.
River,Minnow,Mn_68,Mn,Minnow_68,68,.,9.88,.,0.37,0.51,0,30.5,.
South,Minnow,Mn_69,Mn,Minnow_69,69,.,7.93,.,0.46,0.56,0,27.7,.
West,Minnow,Mn_70,Mn,Minnow_70,70,.,7.17,.,0.39,0.43,0,47.57,.
Center,Minnow,Mn_71,Mn,Minnow_71,71,.,7.66,.,0.44,0.42,0,44.19,.
Ditch,Minnow,Mn_72,Mn,Minnow_72,72,.,9.63,.,0.54,0.46,0,45.48,.
East,Minnow,Mn_73,Mn,Minnow_73,73,.,7.08,.,0.64,0.39,0,51.01,.
North,Minnow,Mn_74,Mn,Minnow_74,74,.,10.86,.,0.54,0.35,0,48.74,.
River,Minnow,Mn_75,Mn,Minnow_75,75,.,4.04,.,0,0.35,0,38.33,.
South,Minnow,Mn_76,Mn,Minnow_76,76,.,10.62,.,0.4,0.36,0,35.23,.
West,Minnow,Mn_77,Mn,Minnow_77,77,.,10.2,.,0.49,0.31,0,34.87,.
Center,Minnow,Mn_78,Mn,Minnow_78,78,0.7551,8.34,.,0.35,0,0,42.47,.
Ditch,Minnow,Mn_79,Mn,Minnow_79,79,0.7794,10.89,.,0.64,0.24,0,59.97,.
East,Minnow,Mn_80,Mn,Minnow_80,80,0.5846,6.29,.,0.34,0,0,29.63,.
North,Minnow,Mn_81,Mn,Minnow_81,81,0.6754,6.43,.,0.46,0,0,42.05,.
River,Minnow,Mn_82,Mn,Minnow_82,82,0.596,6.87,.,0,0,0,34.51,.
South,Minnow,Mn_83,Mn,Minnow_83,83,0.7631,9.44,.,0,0,0,48.05,.
West,Minnow,Mn_84,Mn,Minnow_84,84,0.8085,10.98,.,0.43,0,0,50.1,.
East well,Minnow,Mn_85,Mn,Minnow_85,85,.,.,.,.,.,.,.,
North well,Minnow,Mn_86,Mn,Minnow_86,86,.,.,.,.,.,.,.,
South well,Minnow,Mn_87,Mn,Minnow_87,87,.,.,.,.,.,.,.,
West well,Minnow,Mn_88,Mn,Minnow_88,88,.,.,.,.,.,.,.,
East well,Minnow,Mn_89,Mn,Minnow_89,89,1.1712,13.72,0,0,0,0,49.1487,
North well,Minnow,Mn_90,Mn,Minnow_90,90,1.4341,11.478,0,0.1393,0,0,34.6978,
South well,Minnow,Mn_91,Mn,Minnow_91,91,1.4625,9.162,0,0,0,0,43.7944,
West well,Minnow,Mn_92,Mn,Minnow_92,92,1.4215,9.971,0,0.1263,0,0,35.0822,
East well,Minnow,Mn_93,Mn,Minnow_93,93,.,.,.,.,.,.,.,
North well,Minnow,Mn_94,Mn,Minnow_94,94,0.3737,19.7749,0,0.0897,0.2599,0,61.9522,
South well,Minnow,Mn_95,Mn,Minnow_95,95,0.2105,22.9404,0,0.0536,0.0659,0,115.5933,
West well,Minnow,Mn_96,Mn,Minnow_96,96,0.3616,9.6087,0,0.3712,1.0094,0,51.9676,
East well,Minnow,Mn_97,Mn,Minnow_97,97,0.7036,7.55,0,0.9215,1.5521,0.5784,44.07,
North well,Minnow,Mn_98,Mn,Minnow_98,98,0.6551,11.98,0,0.9793,1.5271,0.6141,15,
South well,Minnow,Mn_99,Mn,Minnow_99,99,0.5553,7.94,0,0.8916,1.5217,0.5398,47.8,
West well,Minnow,Mn_100,Mn,Minnow_100,100,0.5755,11.53,0,0.8535,1.4899,0.5241,43.5,
Center,Montano,Mt_1,Mt,Montano_1,1,.,6.32,.,0.04,0.01,0.05,39.34,0.02
East,Montano,Mt_2,Mt,Montano_2,2,.,10.76,.,0.04,0.03,0.06,49.95,0.01
North,Montano,Mt_3,Mt,Montano_3,3,.,17.21,.,0.06,0.01,0.06,44.87,0.12
South,Montano,Mt_4,Mt,Montano_4,4,.,6.3,.,0.05,0.02,0.06,35.65,0.05
West,Montano,Mt_5,Mt,Montano_5,5,.,31.89,.,0.08,0.04,0.03,135.27,0.16
Center,Montano,Mt_6,Mt,Montano_6,6,.,10.36,.,0.04,0.01,0.03,42.44,0.01
East,Montano,Mt_7,Mt,Montano_7,7,.,11.33,.,0.05,0.09,0.03,41.65,0.01
North,Montano,Mt_8,Mt,Montano_8,8,.,9.47,.,0.05,0.01,0.09,23.9,0.07
South,Montano,Mt_9,Mt,Montano_9,9,.,10.83,.,0.05,0.01,0.04,45.59,0.04
West,Montano,Mt_10,Mt,Montano_10,10,.,17.77,.,0.06,0.02,0,81.84,0.06
Center,Montano,Mt_11,Mt,Montano_11,11,.,10.99,.,0.07,0.01,0.03,37.05,0.01
East,Montano,Mt_12,Mt,Montano_12,12,.,7.25,.,0.04,0.02,0.02,37.26,0.01
North,Montano,Mt_13,Mt,Montano_13,13,.,14.51,.,0.06,0.01,0.05,25.05,0.09
South,Montano,Mt_14,Mt,Montano_14,14,.,12.02,.,0.12,0.01,0.06,37.6,0.03
West,Montano,Mt_15,Mt,Montano_15,15,.,14.56,.,0.05,0.01,0.06,64.26,0.12
Center,Montano,Mt_16,Mt,Montano_16,16,.,6.25,.,0.06,0.01,0.04,43.06,0
East,Montano,Mt_17,Mt,Montano_17,17,.,10.94,.,0.06,0.01,0.05,69.74,0
North,Montano,Mt_18,Mt,Montano_18,18,.,17.23,.,0.07,0.01,0.05,32.85,0
South,Montano,Mt_19,Mt,Montano_19,19,.,7.73,.,0.06,0.02,0.05,42.59,0
West,Montano,Mt_20,Mt,Montano_20,20,.,22.51,.,0.06,0.03,0.04,48.72,0.01
Center,Montano,Mt_21,Mt,Montano_21,21,.,12.73,.,0.06,0.01,0.04,80.43,0.03
East,Montano,Mt_22,Mt,Montano_22,22,.,13.24,.,0.05,0.02,0.06,58.42,0.04
North,Montano,Mt_23,Mt,Montano_23,23,.,12.69,.,0.08,0.01,0.07,27.19,0.13
South,Montano,Mt_24,Mt,Montano_24,24,.,12.23,.,0.06,0.01,0.07,62.38,0.08
West,Montano,Mt_25,Mt,Montano_25,25,.,9.93,.,0.08,0.02,0.07,46.65,0.08
Center,Montano,Mt_26,Mt,Montano_26,26,.,8.88,.,0.05,0.03,0.04,37.56,0.03
East,Montano,Mt_27,Mt,Montano_27,27,.,17.57,.,0.09,0.11,0.04,49.19,0.01
North,Montano,Mt_28,Mt,Montano_28,28,.,13.38,.,0.06,0.02,0.05,34.63,0.08
South,Montano,Mt_29,Mt,Montano_29,29,.,10.99,.,0.09,0.03,0.05,41.76,0.04
West,Montano,Mt_30,Mt,Montano_30,30,.,11.74,.,0.08,0.04,0.06,63.24,0.08
Center,Montano,Mt_31,Mt,Montano_31,31,.,6.79,.,0.08,0.02,0.06,44.3,0
East,Montano,Mt_32,Mt,Montano_32,32,.,8.54,.,1.64,0.11,0.06,46.37,0
North,Montano,Mt_33,Mt,Montano_33,33,.,11.28,.,2.13,0.04,0.08,32.9,0.01
South,Montano,Mt_34,Mt,Montano_34,34,.,7.86,.,1.81,0.04,0.09,46.33,0
West,Montano,Mt_35,Mt,Montano_35,35,.,11.17,.,0.08,0.05,0.08,51.13,0.01
Center,Montano,Mt_36,Mt,Montano_36,36,.,4.15,.,0.04,0.02,0.06,29.06,0.02
East,Montano,Mt_37,Mt,Montano_37,37,.,2.98,.,0.03,0.03,0.02,30.49,0.01
North,Montano,Mt_38,Mt,Montano_38,38,.,15.27,.,0.09,0.03,0.1,42.16,0.05
South,Montano,Mt_39,Mt,Montano_39,39,.,7.13,.,0.06,0.02,0.06,35.48,0.03
West,Montano,Mt_40,Mt,Montano_40,40,.,12.98,.,0.09,0.06,0.15,44.35,0.04
Center,Montano,Mt_41,Mt,Montano_41,41,.,6.71,.,0.05,0.04,0.05,38.59,0.02
East,Montano,Mt_42,Mt,Montano_42,42,.,7.9,.,0.06,0.05,0.08,41.3,0
North,Montano,Mt_43,Mt,Montano_43,43,.,8.88,.,0.07,0.06,0.08,14.99,0.15
South,Montano,Mt_44,Mt,Montano_44,44,.,6.7,.,0.06,0.04,0.06,33.21,0.07
West,Montano,Mt_45,Mt,Montano_45,45,.,8.15,.,0.12,0.03,0.11,43.51,0.14
Center,Ohkay Owingeh,oo_1,oo,OhkayOwingeh_1,1,.,.,.,.,.,.,.,.
East,Ohkay Owingeh,oo_2,oo,OhkayOwingeh_2,2,.,.,.,.,.,.,.,6.57
North,Ohkay Owingeh,oo_3,oo,OhkayOwingeh_3,3,.,5.58,.,0.09,0.05,0.05,32.1,0.02
South,Ohkay Owingeh,oo_4,oo,OhkayOwingeh_4,4,.,6.15,.,0.08,0.06,0.28,12.86,0.09
West,Ohkay Owingeh,oo_5,oo,OhkayOwingeh_5,5,.,6.57,.,0.11,0.1,0.06,42.27,0.03
Center,Ohkay Owingeh,oo_6,oo,OhkayOwingeh_6,6,.,10.08,.,0.28,0.11,0.32,3.96,3.77
East,Ohkay Owingeh,oo_7,oo,OhkayOwingeh_7,7,.,15.41,.,0.12,0.22,0.03,27.31,1.56
North,Ohkay Owingeh,oo_8,oo,OhkayOwingeh_8,8,.,3.58,.,0.05,0.1,0.05,24.57,0.09
South,Ohkay Owingeh,oo_9,oo,OhkayOwingeh_9,9,.,7.84,.,0.07,0.09,0.01,34.33,0.49
West,Ohkay Owingeh,oo_10,oo,OhkayOwingeh_10,10,.,2.31,.,0.03,0.07,0.04,17.74,0.13
Center,Ohkay Owingeh,oo_11,oo,OhkayOwingeh_11,11,.,7.95,.,0.16,0.03,0.09,1.14,7.35
East,Ohkay Owingeh,oo_12,oo,OhkayOwingeh_12,12,.,13.7,.,0.15,0.07,0.05,10.66,2
North,Ohkay Owingeh,oo_13,oo,OhkayOwingeh_13,13,.,10.45,.,0.03,0.03,0.03,52.51,0.14
South,Ohkay Owingeh,oo_14,oo,OhkayOwingeh_14,14,.,9.43,.,0.07,0.12,0.06,47.12,0.36
West,Ohkay Owingeh,oo_15,oo,OhkayOwingeh_15,15,.,5.79,.,0.01,0.09,0.03,32.39,0.03
Center,Reynolds Clear,RC_1,RC,ReynoldsClear_1,1,.,60.6,.,0.43,0.05,0.16,106.34,0.47
Ditch,Reynolds Clear,RC_2,RC,ReynoldsClear_2,2,.,27.43,.,0.12,0.3,0.2,84.42,0.03
East,Reynolds Clear,RC_3,RC,ReynoldsClear_3,3,.,232.95,.,0.86,0.01,0.15,344.83,0.66
North,Reynolds Clear,RC_4,RC,ReynoldsClear_4,4,.,41.33,.,0.26,0.02,0.08,84.79,0.25
River,Reynolds Clear,RC_5,RC,ReynoldsClear_5,5,.,20.78,.,0.12,0.45,0.27,52.7,0.02
South,Reynolds Clear,RC_6,RC,ReynoldsClear_6,6,.,73.3,.,0.34,0.02,0.12,159.36,0.32
West,Reynolds Clear,RC_7,RC,ReynoldsClear_7,7,.,85.51,.,0.36,0.04,0.16,136.65,0.34
Center,Reynolds Clear,RC_8,RC,ReynoldsClear_8,8,.,71.05,.,0.31,0.02,0.24,142.32,0.34
Ditch,Reynolds Clear,RC_9,RC,ReynoldsClear_9,9,.,27.27,.,0.13,0.13,0.15,85.59,0.02
East,Reynolds Clear,RC_10,RC,ReynoldsClear_10,10,.,125.83,.,0.59,0.03,0.27,202.09,0.37
North,Reynolds Clear,RC_11,RC,ReynoldsClear_11,11,.,.,.,.,.,.,.,.
River,Reynolds Clear,RC_12,RC,ReynoldsClear_12,12,.,33.29,.,0.11,0.57,0.35,88.54,0.04
South,Reynolds Clear,RC_13,RC,ReynoldsClear_13,13,.,90.84,.,0.37,0.02,0.06,177.82,0.29
West,Reynolds Clear,RC_14,RC,ReynoldsClear_14,14,.,67.58,.,0.24,0.02,0.07,157.49,0.26
Center,Reynolds Clear,RC_15,RC,ReynoldsClear_15,15,.,29.08,.,0.14,0.01,0.14,57.38,0.31
Ditch,Reynolds Clear,RC_16,RC,ReynoldsClear_16,16,.,30.94,.,0.09,0.35,0.1,86.05,0.03
East,Reynolds Clear,RC_17,RC,ReynoldsClear_17,17,.,101.62,.,0.96,0.01,0.11,120.24,0.72
North,Reynolds Clear,RC_18,RC,ReynoldsClear_18,18,.,28.46,.,0.14,0.02,0.23,77.66,0.19
River,Reynolds Clear,RC_19,RC,ReynoldsClear_19,19,.,17.29,.,0.06,0.37,0.15,43.33,0.01
